conversation_id,text,manipulation_type,is_manipulation,context_type,conversation_length,word_count_total,question_count,denial_count
conv_00131,"A: You're the one who started this argument, not me.
B: I only asked a simple question.
A: Your tone was aggressive. Everyone could see it.
B: Um, i didn't think I was being aggressive...
A: That's the problem. You never realize how you come across.",gaslighting,True,friend,5,41,0,4
conv_00132,"A: Everyone else is so boring compared to you.
B: That's not true.
A: It is. You're different. Special. That's why I chose you.
B: I didn't mean to
A: To be in my inner circle. Not everyone gets that privilege.",charm_flattery,True,coworker,5,36,0,5
conv_00134,"A: Remember when I helped you?
B: So, i'm just really tired today.
A: I was tired when I drove 3 hours to help you move. But I did it anyway.
B: Fine, I'll do it",guilt_tripping,True,family,4,32,1,0
conv_00135,"A: I wouldn't have to if you...
B: I just feel like you dismissed me in front of everyone.
A: No one else noticed. It's all in your head.
B: I guess so
B: Can we talk about this?
A: There's nothing to discuss.
B: Actually, i need time to think.",gaslighting,True,coworker,7,44,1,6
conv_00136,"A: I don't tell just anyone this, but I really value your opinion.
B: Oh, okay.
A: Most people wouldn't understand. But you? You get it.
B: I'm not sure I do.
A: There's no one else like you
B: This is hard for me.
A: It's not about you.",charm_flattery,True,friend,7,43,1,6
conv_00137,"A: How's your day going?
B: Well, happy to help! The new place looks great.
A: I get it
B: Actually, you don't have to, but I won't say no!
B: So, this is hard for me.
A: It's not about you.
B: This is hard for me.
A: It's not about you.",neutral,False,coworker,8,45,1,7
conv_00138,"A: That's an interesting choice. Very... bold.
B: Do you not like it?
A: I didn't say that. If you're happy, that's what matters.
B: Uh, if you say so
A: I'm not the one who has to live with it.
B: This is hard for me.
A: It's not about you.",passive_aggressive,True,family,7,45,1,7
conv_00139,"A: If you leave, I'll tell everyone what you did.
B: You know, that was private...
A: Should have thought about that before. Your choice.
B: I guess so
A: Watch me. Now sit down.",direct_coercion,True,coworker,5,30,0,2
conv_00140,"A: You're being way too sensitive about this.
B: I just feel like you dismissed me in front of everyone.
A: No one else noticed. It's all in your head.
B: Um, maybe you're right...
B: Can we talk about this?
A: There's nothing to discuss.",gaslighting,True,family,6,40,1,6
conv_00141,"A: My chest hurts when you talk to me like that.
B: I mean, i was just asking for space.
A: If something happens to me, I hope you can live with yourself.
B: I didn't mean to upset you...
A: You never think about how your actions affect others.",guilt_tripping,True,friend,5,45,0,2
conv_00142,"A: My chest hurts when you talk to me like that.
B: Um, are you sure?
A: If something happens to me, I hope you can live with yourself.
B: I didn't mean to upset you...
A: This stress is making me sick",guilt_tripping,True,friend,5,38,1,1
conv_00143,"A: I have nothing to say
B: What's that supposed to mean?
A: Nothing. I said I'd do it. What else do you want?
B: Uh, why would you say that?
A: I'm fine. Clearly my opinion doesn't matter anyway.",passive_aggressive,True,romantic,5,35,3,6
conv_00144,"A: I think we should take the highway.
B: I'd prefer the back roads, less traffic.
A: Good point. Let's try your way.
B: Thanks for being flexible.",neutral,False,family,4,24,0,0
conv_00146,"A: Your sibling would never treat me this way.
B: I'm just asking for some time alone.
A: If something happens to me...
B: Uh, that's not fair to say.
A: Life isn't fair. I've given you everything.
B: Like, i need time to think.",guilt_tripping,True,romantic,6,39,0,3
conv_00147,"A: I knew I could count on you
B: Thanks, you too.
A: I knew I could count on you. Speaking of which...
B: I didn't mean to
A: No, no, it's nothing big. You're just so generous with your time.
B: I mean, what do you need?
B: I need time to think.",charm_flattery,True,coworker,7,47,1,6
conv_00148,"A: Do what I say or I'll make sure no one talks to you again.
B: I don't understand
A: You'd be surprised what I can do. Everyone listens to me.
B: This is insane.
A: Call it what you want. Your reputation is in my hands.
B: I need time to think.
A: You've had enough time.
B: I need time to think.",direct_coercion,True,family,8,56,0,3
conv_00149,"B: Are you okay? You've been quiet all day.
A: Right, of course
B: Did I do something wrong?",passive_aggressive,True,family,3,16,2,0
conv_00150,"A: My chest hurts when you talk to me like that.
B: I was just asking for space.
A: If something happens to me, I hope you can live with yourself.
B: I didn't mean to upset you...",guilt_tripping,True,friend,4,34,0,1
conv_00151,"A: Wow, you finally remembered to take out the trash. Amazing.
B: Actually, i've been busy.
A: No, really, it's impressive. Gold star for you.",passive_aggressive,True,romantic,3,22,0,1
conv_00152,"A: Figure it out yourself
B: Well, i've been busy.
A: It doesn't matter
B: I mean, can you just say what you mean?
A: I just did. You did great.
B: Can we talk about this?
A: There's nothing to discuss.",passive_aggressive,True,friend,7,35,2,3
conv_00153,"A: Cancel your plans tonight. I need to see you.
B: I promised my friends I'd go out with them.
A: But I made special plans for us. I've been thinking about you all day.
B: You know, i'm sorry
A: They don't understand you like I do. No one does.",love_bombing,True,friend,5,46,0,3
conv_00154,"A: I never said I'd pick you up. You're imagining things again.
B: But you literally texted me yesterday...
A: Show me the text then. You won't find it because it didn't happen.
B: I could have sworn...
A: This is exactly why people don't trust you. You make things up.
B: So, can we talk about this?
A: There's nothing to discuss.
B: I need time to think.",gaslighting,True,romantic,8,61,1,7
conv_00155,"A: Did you see the game last night?
B: Hold on
A: I couldn't believe that last play.
B: Actually, same. We should watch the next one together.
B: Well, can we talk about this?
A: There's nothing to discuss.
B: Can we talk about this?",neutral,False,family,7,39,3,3
conv_00156,"A: Remember who pays the bills around here.
B: I contribute too.
A: Barely. Without me, you'd have nothing.
B: Well, that's not true.
A: Try surviving on your own then. See how long you last.
B: Like, this is hard for me.
A: It's not about you.",direct_coercion,True,romantic,7,41,0,7
conv_00157,"A: Remember who pays the bills around here.
B: I contribute too.
A: Barely. Without me, you'd have nothing.
B: That's not true.
A: Try surviving on your own then. See how long you last.",direct_coercion,True,coworker,5,30,0,5
conv_00158,"A: I was hoping we could hang out tonight.
B: I actually have plans already, sorry.
A: No worries, maybe another time?
B: I'm sorry
B: So, can we talk about this?
A: There's nothing to discuss.",neutral,False,coworker,6,31,2,6
conv_00159,"A: You have one hour to decide. After that, I'm done.
B: Can you explain?
A: Not my problem. Clock's ticking.
B: Actually, what do you mean?
A: Fifty-five minutes left.
B: Fine, fine. I'll do it.
B: This is hard for me.",direct_coercion,True,family,7,36,2,2
conv_00160,"A: Can you send me the report when you get a chance?
B: Sure, I'll have it to you by 3pm.
A: Thanks, no rush if you need more time.
B: Appreciate it. I'll let you know.
B: So, i don't know what to say...
A: Of course you don't.",neutral,False,family,6,44,1,5
conv_00161,"A: Sure, I'll do it YOUR way. Again.
B: Well, what's that supposed to mean?
A: Nothing. I said I'd do it. What else do you want?
B: You're right
A: I'm fine. Clearly my opinion doesn't matter anyway.
B: This is hard for me.
A: It's not about you.",passive_aggressive,True,coworker,7,43,2,5
conv_00162,"A: We agreed you'd handle dinner every night. Don't pretend otherwise.
B: We never agreed to that.
A: Wow, your memory is really concerning. Should you see someone?
B: Can you explain?
A: I'm worried about you. This keeps happening.
B: Can we talk about this?
A: There's nothing to discuss.
B: I don't know what to say...",gaslighting,True,coworker,8,50,3,7
conv_00163,"A: I didn't raise my voice. You're overreacting.
B: Like, you were definitely yelling.
A: You're imagining things
B: I'm not twisting anything...",gaslighting,True,family,4,19,0,3
conv_00164,"A: Can you send me the report when you get a chance?
B: I won't accept that
A: Thanks, no rush if you need more time.
B: Um, appreciate it. I'll let you know.
B: This is hard for me.
A: It's not about you.
B: Can we talk about this?
A: There's nothing to discuss.",neutral,False,family,8,48,2,8
conv_00165,"A: We agreed you'd handle dinner every night. Don't pretend otherwise.
B: We never agreed to that.
A: Wow, your memory is really concerning. Should you see someone?
B: I... I don't know.
A: I'm worried about you. This keeps happening.
B: Can we talk about this?
A: There's nothing to discuss.",gaslighting,True,romantic,7,45,2,7
conv_00167,"A: After everything I've done for you, you can't do this one thing?
B: I'm just really tired today.
A: I was tired when I drove 3 hours to help you move. But I did it anyway.
B: Fine, I'll do it
B: Can we talk about this?
A: There's nothing to discuss.",guilt_tripping,True,romantic,6,47,2,4
conv_00168,"A: Everyone else is so boring compared to you.
B: That's not true.
A: It is. You're different. Special. That's why I chose you.
B: I guess so",charm_flattery,True,family,4,24,0,2
conv_00169,"A: Do what I say or I'll make sure no one talks to you again.
B: You know, you can't control who talks to me.
A: What I say goes",direct_coercion,True,family,3,27,0,3
conv_00171,"A: It's them or me. Decide now.
B: That's not fair.
A: Life isn't fair. You have until tonight.
B: I need time to think.",direct_coercion,True,family,4,21,0,3
conv_00172,"A: I think we should take the highway.
B: So, i'd prefer the back roads, less traffic.
A: Good point. Let's try your way.
B: Uh, thanks for being flexible.
B: So, i don't know what to say...
A: Of course you don't.",neutral,False,coworker,6,37,0,3
conv_00173,"A: Can you send me the report when you get a chance?
B: Sure, I'll have it to you by 3pm.
A: Thanks, no rush if you need more time.
B: Actually, appreciate it. I'll let you know.
B: Can we talk about this?
A: There's nothing to discuss.
B: I don't know what to say...",neutral,False,friend,7,49,2,7
conv_00174,"A: You started this
B: I only asked a simple question.
A: You're reading into things
B: I didn't think I was being aggressive...
A: That's the problem. You never realize how you come across.
B: Maybe I should be more careful...",gaslighting,True,friend,6,36,0,2
conv_00175,"A: Go ahead. Have fun. I'll just stay here alone.
B: So, you could come with me?
A: I'll just stay here by myself
B: Can you explain?
A: It's fine. I'm used to being disappointed by people I care about.
B: This is hard for me.
A: It's not about you.
B: This is hard for me.",guilt_tripping,True,romantic,8,50,2,2
conv_00176,"A: If you leave, I'll tell everyone what you did.
B: That was private...
A: Should have thought about that before. Your choice.
B: I guess so",direct_coercion,True,romantic,4,23,0,0
conv_00177,"A: Cancel your plans tonight. I need to see you.
B: Like, i promised my friends I'd go out with them.
A: But I made special plans for us. I've been thinking about you all day.
B: I can't keep canceling on them.
A: They don't understand you like I do. No one does.
B: I need time to think.
A: You've had enough time.
B: This is hard for me.",love_bombing,True,coworker,8,63,0,4
